A1,A2,A3,A4,A5,A6,B1,B1_1,B1_2,B1_3,B1_4,B1_5,B2,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,C1,C2,C3,D1,D2,E1,E2
male,18-34,secondary,high,region2,Rural,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,1,96,35,NA,Most of the time I reading in my spare time and find it rewarding
male,55+,secondary,high,region2,Rural,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,1 2 7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,4,5,17,22,NA,Personally I think staying on top of my health and find it rewarding
female,35-54,primary,middle,region3,Urban,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,4,2,90,12,NA,I really enjoy learning new things and find it rewarding
female,18-34,secondary,high,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 7 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,4,2,72,33,Strongly dissatisfied,I really enjoy cooking at home as much as I can
male,18-34,secondary,low,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,3,1,91,31,NA,In my experience meeting up with friends when time allows
male,35-54,secondary,middle,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,3,3,92,29,Neutral,In my experience managing my schedule and find it rewarding
male,35-54,secondary,low,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,7 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,5,30,32,NA,I would say keeping active outdoors depending on the season
female,18-34,primary,high,region2,Rural,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,3 4 7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3,5,3,111,39,Strongly dissatisfied,I often find myself learning new things more than I used to
female,35-54,secondary,middle,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,4 6 7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,5,3,38,25,Neutral,I would say reading in my spare time when time allows
female,35-54,primary,middle,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 6 8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,5,4,54,24,NA,I really enjoy keeping active outdoors when time allows
female,35-54,secondary,middle,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,3,3,84,26,NA,I really enjoy meeting up with friends on a regular basis
female,35-54,secondary,high,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,4,3,68,42,NA,In my experience keeping active outdoors whenever possible
male,18-34,secondary,low,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 2 8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,4,111,36,Dissatisfied,I often find myself cooking at home on a regular basis
male,35-54,secondary,middle,region3,Urban,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,5,5,35,44,NA,I really enjoy staying on top of my health though it can be difficult
female,35-54,secondary,low,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,4,1,83,37,Strongly dissatisfied,Most of the time I reading in my spare time more than I used to
female,35-54,secondary,high,region3,Urban,1,TRUE,FALSE,FALSE,FALSE,FALSE,3 7 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,4,5,73,27,Strongly dissatisfied,Most of the time I managing my schedule and find it rewarding
male,35-54,secondary,high,region3,Urban,,FALSE,FALSE,FALSE,FALSE,FALSE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,3,3,17,24,NA,Most of the time I learning new things when time allows
male,18-34,tertiary or higher,middle,region2,Rural,4,FALSE,FALSE,FALSE,TRUE,FALSE,1 6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,2,1,99,45,NA,Personally I think travelling when I can when time allows
male,18-34,secondary,high,region3,Urban,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,4,3,95,46,Strongly dissatisfied,In my experience keeping active outdoors whenever possible
female,18-34,tertiary or higher,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,2,88,46,NA,I would say spending time with family though it can be difficult
male,35-54,tertiary or higher,high,region1,Rural,,FALSE,FALSE,FALSE,FALSE,FALSE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,4,1,35,17,Neutral,In my experience reading in my spare time even if it takes effort
male,35-54,tertiary or higher,low,region1,Rural,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,3,40,21,NA,I often find myself meeting up with friends more than I used to
female,18-34,secondary,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5,5,3,116,30,Dissatisfied,I would say travelling when I can though it can be difficult
male,18-34,secondary,middle,region1,Rural,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,1,2,99,41,Dissatisfied,In my experience travelling when I can on a regular basis
male,35-54,primary,middle,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,5 6 8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,3,5,43,13,NA,I really enjoy keeping active outdoors and would recommend it
male,18-34,tertiary or higher,middle,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,4 5 7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,4,3,5,93,36,NA,I often find myself learning new things as much as I can
male,18-34,tertiary or higher,middle,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,3,2,93,19,NA,In my experience staying on top of my health and find it rewarding
male,18-34,secondary,low,region1,Rural,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4,4,5,87,30,NA,Personally I think staying on top of my health and find it rewarding
male,35-54,secondary,high,region2,Rural,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,3,2,43,31,NA,Most of the time I learning new things though it can be difficult
male,18-34,tertiary or higher,middle,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,5 7 8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,2,4,48,41,NA,I would say meeting up with friends and would recommend it
male,55+,tertiary or higher,high,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,4 5 7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,3,4,32,12,NA,I often find myself cooking at home though it can be difficult
female,18-34,primary,high,region1,Rural,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,2 3 8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,3,114,32,NA,In my experience cooking at home though it can be difficult
male,35-54,tertiary or higher,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5 6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,1,1,52,28,NA,Most of the time I keeping active outdoors when time allows
male,18-34,secondary,middle,region3,Urban,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,3,106,32,NA,I often find myself staying on top of my health more than I used to
female,18-34,tertiary or higher,high,region3,Urban,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,4,5,65,40,Dissatisfied,I really enjoy cooking at home though it can be difficult
female,18-34,tertiary or higher,low,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5,4,3,97,42,Strongly dissatisfied,Personally I think managing my schedule even if it takes effort
female,18-34,secondary,middle,region2,Rural,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,2,2,83,37,Dissatisfied,Most of the time I staying on top of my health and find it rewarding
male,18-34,secondary,high,region3,Urban,,FALSE,FALSE,FALSE,FALSE,FALSE,4 5 7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,3,94,38,NA,I would say spending time with family even if it takes effort
male,18-34,secondary,low,region3,Urban,4,FALSE,FALSE,FALSE,TRUE,FALSE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,3,91,47,NA,Personally I think cooking at home more than I used to
male,35-54,tertiary or higher,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4,1,1,92,23,NA,Personally I think travelling when I can and find it rewarding
female,18-34,secondary,high,region3,Urban,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,3 7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5,5,1,110,36,NA,Personally I think keeping active outdoors on a regular basis
male,55+,secondary,low,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 4 7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,4,1,3,16,NA,I often find myself spending time with family whenever possible
female,35-54,secondary,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 4 7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,5,3,42,25,Dissatisfied,I often find myself cooking at home more than I used to
female,35-54,primary,middle,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1,2,79,31,NA,In my experience cooking at home though it can be difficult
male,55+,tertiary or higher,middle,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 2 6,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,4,4,3,12,Neutral,In my experience travelling when I can on a regular basis
female,18-34,primary,middle,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,5 6 8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,5,3,2,107,34,Dissatisfied,I really enjoy cooking at home more than I used to
male,35-54,secondary,low,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,2 4 8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,2,46,24,NA,I really enjoy staying on top of my health and would recommend it
female,35-54,tertiary or higher,low,region2,Rural,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,5,3,78,12,NA,I really enjoy meeting up with friends even if it takes effort
male,18-34,secondary,low,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,4,5,100,23,Dissatisfied,I really enjoy managing my schedule whenever possible
male,35-54,secondary,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,3,79,18,NA,I would say reading in my spare time even if it takes effort
female,18-34,secondary,low,region1,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 7 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,4,3,57,27,Strongly dissatisfied,I often find myself reading in my spare time as much as I can
female,18-34,tertiary or higher,low,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,1 5 6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,2,5,110,25,Strongly dissatisfied,I often find myself meeting up with friends and find it rewarding
female,18-34,tertiary or higher,high,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,5,1,116,44,NA,Most of the time I spending time with family though it can be difficult
male,18-34,secondary,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5,3,4,104,43,NA,I would say learning new things whenever possible
male,18-34,secondary,low,region2,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,3,3,119,48,NA,In my experience reading in my spare time depending on the season
male,18-34,secondary,middle,region1,Rural,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,1 4 6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3,3,91,29,Neutral,I would say managing my schedule depending on the season
male,18-34,secondary,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4,3,4,85,25,NA,I would say learning new things though it can be difficult
female,35-54,tertiary or higher,middle,region2,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,2,5,58,27,NA,I would say spending time with family whenever possible
female,18-34,secondary,low,region3,Urban,1,TRUE,FALSE,FALSE,FALSE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,4,1,56,28,NA,I would say staying on top of my health and find it rewarding
female,18-34,secondary,high,region2,Rural,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,1 4 6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5,2,2,106,39,Strongly dissatisfied,Most of the time I learning new things depending on the season
female,35-54,secondary,middle,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 5 6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4,4,86,27,NA,Most of the time I meeting up with friends even if it takes effort
female,35-54,secondary,middle,region1,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,4 6 8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4,5,3,16,46,Dissatisfied,Personally I think spending time with family on a regular basis
female,35-54,tertiary or higher,middle,region1,Rural,1,TRUE,FALSE,FALSE,FALSE,FALSE,1 4 6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5,5,3,55,18,NA,Personally I think reading in my spare time even if it takes effort
female,18-34,secondary,low,region2,Rural,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,4,1,92,39,Neutral,Personally I think meeting up with friends on a regular basis
male,18-34,secondary,high,region3,Urban,2,FALSE,TRUE,FALSE,FALSE,FALSE,4 7 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,5,2,1,79,35,NA,In my experience meeting up with friends depending on the season
female,18-34,tertiary or higher,high,region1,Rural,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,1 3 8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,5,2,83,47,Strongly dissatisfied,Personally I think managing my schedule even if it takes effort
female,55+,secondary,low,region3,Urban,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,4,5,10,5,NA,I really enjoy reading in my spare time whenever possible
female,18-34,tertiary or higher,middle,region1,Rural,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5,3,1,62,46,Dissatisfied,I often find myself reading in my spare time on a regular basis
female,55+,secondary,low,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 7 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,4,4,24,15,NA,Most of the time I learning new things depending on the season
female,18-34,tertiary or higher,low,region1,Rural,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4,5,4,87,37,Dissatisfied,Personally I think travelling when I can and would recommend it
male,18-34,secondary,low,region3,Urban,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,2,93,32,Dissatisfied,I really enjoy keeping active outdoors and find it rewarding
male,35-54,secondary,low,region3,Urban,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,4,4,53,23,NA,In my experience keeping active outdoors on a regular basis
male,18-34,tertiary or higher,high,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,5,2,5,104,35,NA,In my experience travelling when I can even if it takes effort
male,35-54,tertiary or higher,low,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,2,5,34,19,NA,Most of the time I reading in my spare time even if it takes effort
male,35-54,tertiary or higher,low,region3,Urban,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,6 7 8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,3,5,53,10,NA,I really enjoy staying on top of my health whenever possible
male,18-34,secondary,middle,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,5,71,33,NA,In my experience cooking at home more than I used to
female,18-34,tertiary or higher,low,region2,Rural,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,4 6 8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,2,3,79,43,Dissatisfied,Personally I think spending time with family when time allows
female,18-34,primary,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,4,3,84,41,Dissatisfied,I really enjoy learning new things though it can be difficult
male,35-54,tertiary or higher,middle,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,3 5 7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,3,2,71,36,NA,I really enjoy travelling when I can as much as I can
male,35-54,secondary,high,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,3 5 7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,5,4,62,22,NA,I often find myself spending time with family as much as I can
male,35-54,secondary,low,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,1 5 6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4,4,75,13,NA,I often find myself staying on top of my health and find it rewarding
male,18-34,secondary,middle,region2,Rural,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,2,2,88,42,NA,In my experience keeping active outdoors and find it rewarding
female,18-34,primary,low,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,4,2,67,46,Dissatisfied,In my experience travelling when I can whenever possible
female,55+,secondary,middle,region2,Rural,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,4,1,16,6,Neutral,In my experience managing my schedule whenever possible
female,35-54,secondary,low,region3,Urban,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,2 7 8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,5,4,72,13,Strongly dissatisfied,I often find myself meeting up with friends when time allows
male,18-34,tertiary or higher,high,region2,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,2 5 7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5,1,3,92,38,NA,Most of the time I reading in my spare time on a regular basis
female,18-34,secondary,low,region1,Rural,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,5,1,100,38,Dissatisfied,Personally I think learning new things though it can be difficult
female,35-54,secondary,middle,region1,Rural,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,1 6 8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,5,5,69,27,Strongly dissatisfied,Most of the time I meeting up with friends more than I used to
female,18-34,secondary,middle,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,4 7 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,4,3,2,72,29,Strongly dissatisfied,Most of the time I meeting up with friends when time allows
female,18-34,tertiary or higher,middle,region3,Urban,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,5,67,49,Strongly dissatisfied,Most of the time I reading in my spare time more than I used to
female,18-34,secondary,low,region3,Urban,4,FALSE,FALSE,FALSE,TRUE,FALSE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,5,5,5,72,46,Strongly dissatisfied,I really enjoy staying on top of my health on a regular basis
female,35-54,secondary,high,region3,Urban,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,1,2,50,10,Dissatisfied,I would say reading in my spare time when time allows
male,18-34,tertiary or higher,high,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,3 5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,2,2,72,46,NA,Personally I think travelling when I can even if it takes effort
male,35-54,secondary,low,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,3 7 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,4,3,35,32,NA,In my experience keeping active outdoors and find it rewarding
male,55+,tertiary or higher,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,6 7 8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,5,5,49,7,NA,I really enjoy travelling when I can whenever possible
female,35-54,secondary,middle,region3,Urban,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,2 3 7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,4,2,35,16,Neutral,In my experience staying on top of my health whenever possible
male,35-54,secondary,middle,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 4 7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,3,1,28,22,Neutral,I really enjoy keeping active outdoors and find it rewarding
female,18-34,tertiary or higher,middle,region3,Urban,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,2,110,44,Strongly dissatisfied,I would say staying on top of my health and find it rewarding
female,35-54,secondary,middle,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,5,2,47,24,Dissatisfied,I would say cooking at home even if it takes effort
female,55+,secondary,low,region2,Rural,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,6 7 8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,4,3,19,15,NA,I would say cooking at home depending on the season
male,55+,tertiary or higher,low,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,2,2,9,18,Dissatisfied,I would say keeping active outdoors whenever possible
female,18-34,secondary,middle,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,6 7 8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,5,4,83,41,Dissatisfied,In my experience spending time with family as much as I can
female,18-34,tertiary or higher,middle,region3,Urban,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,3 4 8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,2,1,39,37,Dissatisfied,Personally I think spending time with family on a regular basis
female,35-54,tertiary or higher,high,region1,Rural,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,4,1,33,13,Dissatisfied,I would say meeting up with friends when time allows
female,35-54,secondary,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,3,2,49,25,Neutral,Most of the time I staying on top of my health and would recommend it
male,18-34,tertiary or higher,middle,region3,Urban,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,4,76,33,Neutral,In my experience cooking at home whenever possible
female,18-34,tertiary or higher,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 3 7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,2,62,40,NA,I would say spending time with family on a regular basis
